time	voltage	freq	vrms
2.964000	1.468002	7.612179	0.002434
3.003000	0.947728	7.712340	0.002007
3.042000	0.495848	7.812500	0.000656
3.081000	0.868344	7.912660	0.000552
3.120000	1.242062	8.012821	0.001378
3.159000	1.496092	8.112981	0.002530
3.198000	1.664631	8.213141	0.003521
3.237000	1.748901	8.313301	0.004504
3.276000	1.783097	8.413462	0.004226
3.315000	1.775769	8.513622	0.001193
3.354000	1.687836	8.613782	0.004074
3.393000	1.465559	8.713942	0.008371
3.432000	0.946507	8.814103	0.012671
3.471000	0.497069	8.914263	0.008391
3.510000	0.867123	9.014423	0.005754
3.549000	1.235955	9.114583	0.011581
3.588000	1.492428	9.214744	0.017215
3.627000	1.663410	9.314904	0.006067
3.666000	1.751343	9.415064	0.002832
3.705000	1.784319	9.515224	0.003814
3.744000	1.775769	9.615385	0.000252
3.783000	1.695164	9.715545	0.002214
3.822000	1.486321	9.815705	0.001856
3.861000	0.989253	9.915865	0.001243
3.900000	0.494626	10.016026	0.000065
3.939000	0.834148	10.116186	0.000989
3.978000	1.213972	10.216346	0.001580
4.017000	1.474108	10.316506	0.002043
4.056000	1.642648	10.416667	0.001807
4.095000	1.739130	10.516827	0.001179
4.134000	1.779433	10.616987	0.001889
4.173000	1.779433	10.717147	0.003158
4.212000	1.712262	10.817308	0.003137
4.251000	1.526624	10.917468	0.002190
4.290000	1.071080	11.017628	0.001217
4.329000	0.503175	11.117788	0.004168
4.368000	0.774304	11.217949	0.004010
4.407000	1.171226	11.318109	0.003284
4.446000	1.442355	11.418269	0.005122
4.485000	1.629213	11.518429	0.008104
4.524000	1.734245	11.618590	0.003354
4.563000	1.780655	11.718750	0.002282
4.602000	1.781876	11.818910	0.004100
4.641000	1.720811	11.919071	0.001762
4.680000	1.543723	12.019231	0.001633
4.719000	1.108940	12.119391	0.002225
4.758000	0.510503	12.219551	0.001738
4.797000	0.744993	12.319712	0.000860
4.836000	1.155349	12.419872	0.000479
4.875000	1.426478	12.520032	0.000485
4.914000	1.609673	12.620192	0.001402
4.953000	1.724475	12.720353	0.002323
4.992000	1.775769	12.820513	0.002061
5.031000	1.783097		
5.070000	1.747680		
5.109000	1.597460		
5.148000	1.234734		
5.187000	0.605765		
5.226000	0.630191		
5.265000	1.072301		
5.304000	1.361749		
5.343000	1.570591		
5.382000	1.704934		
5.421000	1.770884		
5.460000	1.783097		
5.499000	1.763556		
5.538000	1.647533		
5.577000	1.356864		
5.616000	0.762091		
5.655000	0.545921		
5.694000	0.984367		
5.733000	1.306790		
5.772000	1.535173		
5.811000	1.685393		
5.850000	1.762335		
5.889000	1.783097		
5.928000	1.772106		
5.967000	1.668295		
6.006000	1.404494		
6.045000	0.859795		
6.084000	0.514167		
6.123000	0.923302		
6.162000	1.268930		
6.201000	1.507084		
6.240000	1.668295		
6.279000	1.756229		
6.318000	1.785540		
6.357000	1.774548		
6.396000	1.689057		
6.435000	1.463117		
6.474000	0.948950		
6.513000	0.489741		
6.552000	0.853688		
6.591000	1.227406		
6.630000	1.476551		
6.669000	1.648754		
6.708000	1.744016		
6.747000	1.781876		
6.786000	1.780655		
6.825000	1.723254		
6.864000	1.547386		
6.903000	1.108940		
6.942000	0.511724		
6.981000	0.725452		
7.020000	1.145579		
7.059000	1.416707		
7.098000	1.606009		
7.137000	1.719590		
7.176000	1.778212		
7.215000	1.783097		
7.254000	1.748901		
7.293000	1.612115		
7.332000	1.268930		
7.371000	0.657059		
7.410000	0.593552		
7.449000	1.035662		
7.488000	1.340987		
7.527000	1.552272		
7.566000	1.697606		
7.605000	1.768442		
7.644000	1.784319		
7.683000	1.769663		
7.722000	1.671959		
7.761000	1.415486		
7.800000	0.874450		
7.839000	0.503175		
7.878000	0.902540		
7.917000	1.254275		
7.956000	1.489985		
7.995000	1.653639		
8.034000	1.744016		
8.073000	1.783097		
8.112000	1.779433		
8.151000	1.726917		
8.190000	1.565706		
8.229000	1.151685		
8.268000	0.533708		
8.307000	0.687592		
8.346000	1.121153		
8.385000	1.402052		
8.424000	1.595017		
8.463000	1.717147		
8.502000	1.774548		
8.541000	1.785540		
8.580000	1.761114		
8.619000	1.648754		
8.658000	1.380068		
8.697000	0.837811		
8.736000	0.498290		
8.775000	0.906204		
8.814000	1.254275		
8.853000	1.488764		
8.892000	1.646312		
8.931000	1.737909		
8.970000	1.778212		
9.009000	1.783097		
9.048000	1.752565		
9.087000	1.621886		
9.126000	1.323889		
9.165000	0.741329		
9.204000	0.536150		
9.243000	0.967269		
9.282000	1.292135		
9.321000	1.518075		
9.360000	1.668295		
9.399000	1.747680		
9.438000	1.783097		
9.477000	1.778212		
9.516000	1.740352		
9.555000	1.601124		
9.594000	1.255496		
9.633000	0.652174		
9.672000	0.576453		
9.711000	1.012457		
9.750000	1.322667		
9.789000	1.537616		
9.828000	1.681729		
9.867000	1.756229		
9.906000	1.783097		
9.945000	1.778212		
