time	voltage	freq	vrms
3.705000	0.151441	9.515224	0.005483
3.744000	-0.197851	9.615385	0.002769
3.783000	0.158769	9.715545	0.002639
3.822000	0.503175	9.815705	0.001291
3.861000	0.704690	9.915865	0.003090
3.900000	0.852467	10.016026	0.001588
3.939000	0.946507	10.116186	0.000242
3.978000	1.023449	10.216346	0.000444
4.017000	1.063752	10.316506	0.001878
4.056000	1.094284	10.416667	0.000743
4.095000	1.108940	10.516827	0.003490
4.134000	1.107719	10.616987	0.002546
4.173000	1.101612	10.717147	0.002510
4.212000	1.080850	10.817308	0.001579
4.251000	0.984367	10.917468	0.004821
4.290000	0.793845	11.017628	0.002176
4.329000	0.343185	11.117788	0.002512
4.368000	-0.197851	11.217949	0.000589
4.407000	0.024426	11.318109	0.001551
4.446000	0.422570	11.418269	0.001285
4.485000	0.658280	11.518429	0.001854
4.524000	0.818271	11.618590	0.000409
4.563000	0.919638	11.718750	0.000665
4.602000	0.996580	11.818910	0.001655
4.641000	1.052760	11.919071	0.000971
4.680000	1.088178	12.019231	0.001839
4.719000	1.108940	12.119391	0.000271
4.758000	1.107719	12.219551	0.001405
4.797000	1.100391	12.319712	0.001168
4.836000	1.069858	12.419872	0.001864
4.875000	0.967269	12.520032	0.000772
4.914000	0.749878	12.620192	0.002194
4.953000	0.267465	12.720353	0.000140
4.992000	-0.216170	12.820513	0.000911
5.031000	0.054958		
5.070000	0.445774		
5.109000	0.675379		
5.148000	0.836590		
5.187000	0.929409		
5.226000	1.007572		
5.265000	1.055203		
5.304000	1.089399		
5.343000	1.108940		
5.382000	1.107719		
5.421000	1.104055		
5.460000	1.089399		
5.499000	1.019785		
5.538000	0.881778		
5.577000	0.527601		
5.616000	-0.073278		
5.655000	-0.112360		
5.694000	0.302882		
5.733000	0.586224		
5.772000	0.776746		
5.811000	0.903762		
5.850000	0.988031		
5.889000	1.046654		
5.928000	1.078407		
5.967000	1.105276		
6.006000	1.111383		
6.045000	1.105276		
6.084000	1.096727		
6.123000	1.055203		
6.162000	0.937958		
6.201000	0.697362		
6.240000	0.184416		
6.279000	-0.205178		
6.318000	0.133122		
6.357000	0.493405		
6.396000	0.714460		
6.435000	0.863459		
6.474000	0.948950		
6.513000	1.019785		
6.552000	1.063752		
6.591000	1.097948		
6.630000	1.108940		
6.669000	1.107719		
6.708000	1.104055		
6.747000	1.080850		
6.786000	0.992916		
6.825000	0.828041		
6.864000	0.403029		
6.903000	-0.174646		
6.942000	-0.034196		
6.981000	0.371275		
7.020000	0.617978		
7.059000	0.797509		
7.098000	0.908647		
7.137000	0.985589		
7.176000	1.044211		
7.215000	1.073522		
7.254000	1.102833		
7.293000	1.110161		
7.332000	1.107719		
7.371000	1.097948		
7.410000	1.061309		
7.449000	0.952614		
7.488000	0.720567		
7.527000	0.234489		
7.566000	-0.216170		
7.605000	0.074499		
7.644000	0.443332		
7.683000	0.661944		
7.722000	0.831705		
7.761000	0.935515		
7.800000	1.011236		
7.839000	1.056424		
7.878000	1.086957		
7.917000	1.107719		
7.956000	1.110161		
7.995000	1.105276		
8.034000	1.089399		
8.073000	1.031998		
8.112000	0.902540		
8.151000	0.586224		
8.190000	0.032975		
8.229000	-0.173425		
8.268000	0.225940		
8.307000	0.545921		
8.346000	0.751099		
8.385000	0.885442		
8.424000	0.970933		
8.463000	1.036883		
8.502000	1.067416		
8.541000	1.095506		
8.580000	1.108940		
8.619000	1.107719		
8.658000	1.104055		
8.697000	1.089399		
8.736000	1.033219		
8.775000	0.901319		
8.814000	0.604543		
8.853000	0.056180		
8.892000	-0.190523		
8.931000	0.199072		
8.970000	0.522716		
9.009000	0.725452		
9.048000	0.864680		
9.087000	0.947728		
9.126000	1.010015		
9.165000	1.050318		
9.204000	1.074744		
9.243000	1.102833		
9.282000	1.111383		
9.321000	1.107719		
9.360000	1.104055		
9.399000	1.088178		
9.438000	1.031998		
9.477000	0.918417		
9.516000	0.677821		
9.555000	0.199072		
9.594000	-0.223498		
9.633000	0.075721		
9.672000	0.450660		
9.711000	0.665608		
9.750000	0.821935		
9.789000	0.913532		
9.828000	0.983146		
9.867000	1.041768		
9.906000	1.068637		
9.945000	1.097948		
