0.000000e+00	-1.160000e+00	
5.000000e-08	-1.280000e+00	
1.000000e-07	-8.800000e-01	
1.500000e-07	-4.400000e-01	
2.000000e-07	-8.000000e-02	
2.500000e-07	2.000000e-01	
3.000000e-07	4.800000e-01	
3.500000e-07	6.800000e-01	
4.000000e-07	8.400000e-01	
4.500000e-07	9.600000e-01	
5.000000e-07	6.000000e-01	
5.500000e-07	8.000000e-02	
6.000000e-07	-5.600000e-01	
6.500000e-07	-1.240000e+00	
7.000000e-07	-1.240000e+00	
7.500000e-07	-8.400000e-01	
8.000000e-07	-4.000000e-01	
8.500000e-07	-4.000000e-02	
9.000000e-07	2.800000e-01	
9.500000e-07	5.200000e-01	
1.000000e-06	7.200000e-01	
1.050000e-06	8.800000e-01	
1.100000e-06	1.000000e+00	
1.150000e-06	5.200000e-01	
1.200000e-06	4.000000e-02	
1.250000e-06	-6.800000e-01	
1.300000e-06	-1.280000e+00	
1.350000e-06	-1.200000e+00	
1.400000e-06	-7.600000e-01	
1.450000e-06	-3.200000e-01	
1.500000e-06	0.000000e+00	
1.550000e-06	2.800000e-01	
1.600000e-06	5.600000e-01	
1.650000e-06	7.200000e-01	
1.700000e-06	9.200000e-01	
1.750000e-06	9.600000e-01	
1.800000e-06	4.400000e-01	
1.850000e-06	-8.000000e-02	
1.900000e-06	-8.000000e-01	
1.950000e-06	-1.320000e+00	
2.000000e-06	-1.120000e+00	
2.050000e-06	-7.200000e-01	
2.100000e-06	-2.800000e-01	
2.150000e-06	4.000000e-02	
2.200000e-06	3.200000e-01	
2.250000e-06	5.600000e-01	
2.300000e-06	7.600000e-01	
2.350000e-06	9.200000e-01	
2.400000e-06	9.200000e-01	
2.450000e-06	3.200000e-01	
2.500000e-06	-1.600000e-01	
2.550000e-06	-8.800000e-01	
2.600000e-06	-1.320000e+00	
2.650000e-06	-1.080000e+00	
2.700000e-06	-6.400000e-01	
2.750000e-06	-2.800000e-01	
2.800000e-06	8.000000e-02	
2.850000e-06	3.600000e-01	
2.900000e-06	6.000000e-01	
2.950000e-06	7.600000e-01	
3.000000e-06	9.200000e-01	
3.050000e-06	8.000000e-01	
3.100000e-06	2.800000e-01	
3.150000e-06	-2.000000e-01	
3.200000e-06	-9.600000e-01	
3.250000e-06	-1.320000e+00	
3.300000e-06	-1.040000e+00	
3.350000e-06	-6.800000e-01	
3.400000e-06	-3.600000e-01	
3.450000e-06	-2.400000e-01	
3.500000e-06	-1.600000e-01	
3.550000e-06	-1.200000e-01	
3.600000e-06	-8.000000e-02	
3.650000e-06	-1.200000e-01	
3.700000e-06	-2.000000e-01	
3.750000e-06	-4.800000e-01	
3.800000e-06	-7.600000e-01	
3.850000e-06	-1.160000e+00	
3.900000e-06	-1.240000e+00	
3.950000e-06	-1.320000e+00	
4.000000e-06	-1.360000e+00	
4.050000e-06	-1.400000e+00	
4.100000e-06	-1.400000e+00	
4.150000e-06	-1.400000e+00	
4.200000e-06	-1.360000e+00	
4.250000e-06	-1.360000e+00	
4.300000e-06	-1.280000e+00	
4.350000e-06	-1.280000e+00	
4.400000e-06	-1.120000e+00	
4.450000e-06	-8.800000e-01	
4.500000e-06	-8.800000e-01	
4.550000e-06	-8.800000e-01	
4.600000e-06	-8.000000e-01	
4.650000e-06	-7.600000e-01	
4.700000e-06	-7.200000e-01	
4.750000e-06	-6.800000e-01	
4.800000e-06	-6.000000e-01	
4.850000e-06	-5.600000e-01	
4.900000e-06	-5.200000e-01	
4.950000e-06	-4.800000e-01	
5.000000e-06	-4.000000e-01	
5.050000e-06	-2.000000e-01	
5.100000e-06	4.000000e-02	
5.150000e-06	4.000000e-02	
5.200000e-06	8.000000e-02	
5.250000e-06	1.200000e-01	
5.300000e-06	2.000000e-01	
5.350000e-06	2.000000e-01	
5.400000e-06	2.800000e-01	
5.450000e-06	3.200000e-01	
5.500000e-06	3.600000e-01	
5.550000e-06	4.000000e-01	
5.600000e-06	4.400000e-01	
5.650000e-06	5.200000e-01	
5.700000e-06	6.400000e-01	
5.750000e-06	8.000000e-01	
5.800000e-06	8.400000e-01	
5.850000e-06	8.400000e-01	
5.900000e-06	8.400000e-01	
5.950000e-06	8.800000e-01	
6.000000e-06	9.200000e-01	
6.050000e-06	9.200000e-01	
6.100000e-06	9.600000e-01	
6.150000e-06	9.600000e-01	
6.200000e-06	1.000000e+00	
6.250000e-06	1.000000e+00	
6.300000e-06	1.040000e+00	
6.350000e-06	1.120000e+00	
6.400000e-06	1.200000e+00	
6.450000e-06	1.160000e+00	
6.500000e-06	1.160000e+00	
6.550000e-06	1.120000e+00	
6.600000e-06	1.120000e+00	
6.650000e-06	1.120000e+00	
6.700000e-06	1.120000e+00	
6.750000e-06	1.080000e+00	
6.800000e-06	1.080000e+00	
6.850000e-06	1.040000e+00	
6.900000e-06	1.040000e+00	
6.950000e-06	1.000000e+00	
7.000000e-06	1.120000e+00	
7.050000e-06	1.120000e+00	
7.100000e-06	1.040000e+00	
7.150000e-06	1.000000e+00	
7.200000e-06	9.600000e-01	
7.250000e-06	9.200000e-01	
7.300000e-06	9.200000e-01	
7.350000e-06	8.400000e-01	
7.400000e-06	8.000000e-01	
7.450000e-06	7.600000e-01	
7.500000e-06	7.200000e-01	
7.550000e-06	6.400000e-01	
7.600000e-06	6.400000e-01	
7.650000e-06	7.200000e-01	
7.700000e-06	6.400000e-01	
7.750000e-06	5.600000e-01	
7.800000e-06	4.400000e-01	
7.850000e-06	4.000000e-01	
7.900000e-06	3.200000e-01	
7.950000e-06	2.400000e-01	
8.000000e-06	2.000000e-01	
8.050000e-06	1.200000e-01	
8.100000e-06	4.000000e-02	
8.150000e-06	-4.000000e-02	
8.200000e-06	-1.200000e-01	
8.250000e-06	-2.000000e-01	
8.300000e-06	-1.600000e-01	
8.350000e-06	-2.800000e-01	
8.400000e-06	-4.400000e-01	
8.450000e-06	-5.200000e-01	
8.500000e-06	-6.800000e-01	
8.550000e-06	-8.000000e-01	
8.600000e-06	-9.600000e-01	
8.650000e-06	-1.080000e+00	
8.700000e-06	-1.240000e+00	
8.750000e-06	-1.320000e+00	
8.800000e-06	-1.400000e+00	
8.850000e-06	-1.440000e+00	
8.900000e-06	-1.240000e+00	
8.950000e-06	-1.120000e+00	
9.000000e-06	-1.280000e+00	
9.050000e-06	-1.240000e+00	
9.100000e-06	-1.120000e+00	
9.150000e-06	-1.040000e+00	
9.200000e-06	-8.800000e-01	
9.250000e-06	-7.600000e-01	
9.300000e-06	-5.600000e-01	
9.350000e-06	-4.000000e-01	
9.400000e-06	-1.600000e-01	
9.450000e-06	8.000000e-02	
9.500000e-06	4.000000e-02	
9.550000e-06	-2.400000e-01	
9.600000e-06	-6.000000e-01	
9.650000e-06	-1.040000e+00	
9.700000e-06	-1.080000e+00	
9.750000e-06	-6.800000e-01	
9.800000e-06	-2.800000e-01	
9.850000e-06	4.000000e-02	
9.900000e-06	3.200000e-01	
9.950000e-06	5.600000e-01	
1.000000e-05	7.600000e-01	
1.005000e-05	9.200000e-01	
1.010000e-05	1.040000e+00	
1.015000e-05	5.200000e-01	
1.020000e-05	1.200000e-01	
1.025000e-05	-5.600000e-01	
1.030000e-05	-1.200000e+00	
1.035000e-05	-1.240000e+00	
1.040000e-05	-8.000000e-01	
1.045000e-05	-4.000000e-01	
1.050000e-05	-4.000000e-02	
1.055000e-05	2.400000e-01	
1.060000e-05	5.200000e-01	
1.065000e-05	7.200000e-01	
1.070000e-05	8.800000e-01	
1.075000e-05	9.600000e-01	
1.080000e-05	4.400000e-01	
1.085000e-05	0.000000e+00	
1.090000e-05	-6.800000e-01	
1.095000e-05	-1.280000e+00	
1.100000e-05	-1.160000e+00	
1.105000e-05	-7.600000e-01	
1.110000e-05	-3.200000e-01	
1.115000e-05	0.000000e+00	
1.120000e-05	2.800000e-01	
1.125000e-05	5.600000e-01	
1.130000e-05	7.200000e-01	
1.135000e-05	8.800000e-01	
1.140000e-05	9.600000e-01	
1.145000e-05	4.000000e-01	
1.150000e-05	-8.000000e-02	
1.155000e-05	-8.000000e-01	
1.160000e-05	-1.280000e+00	
1.165000e-05	-1.120000e+00	
1.170000e-05	-6.800000e-01	
1.175000e-05	-2.800000e-01	
1.180000e-05	4.000000e-02	
1.185000e-05	3.200000e-01	
1.190000e-05	6.000000e-01	
1.195000e-05	7.600000e-01	
1.200000e-05	9.200000e-01	
1.205000e-05	8.800000e-01	
1.210000e-05	3.200000e-01	
1.215000e-05	-2.000000e-01	
1.220000e-05	-9.200000e-01	
1.225000e-05	-1.320000e+00	
1.230000e-05	-1.080000e+00	
1.235000e-05	-6.000000e-01	
1.240000e-05	-2.400000e-01	
1.245000e-05	8.000000e-02	
1.250000e-05	4.000000e-01	
1.255000e-05	6.000000e-01	
1.260000e-05	8.000000e-01	
1.265000e-05	9.200000e-01	
1.270000e-05	8.400000e-01	
1.275000e-05	2.800000e-01	
1.280000e-05	-2.800000e-01	
1.285000e-05	-1.040000e+00	
1.290000e-05	-1.320000e+00	
1.295000e-05	-1.040000e+00	
1.300000e-05	-5.600000e-01	
1.305000e-05	-2.000000e-01	
1.310000e-05	1.600000e-01	
1.315000e-05	4.000000e-01	
1.320000e-05	6.400000e-01	
1.325000e-05	8.000000e-01	
1.330000e-05	9.600000e-01	
1.335000e-05	7.600000e-01	
1.340000e-05	2.400000e-01	
1.345000e-05	-3.200000e-01	
1.350000e-05	-1.040000e+00	
1.355000e-05	-1.320000e+00	
1.360000e-05	-9.600000e-01	
1.365000e-05	-5.200000e-01	
1.370000e-05	-1.600000e-01	
1.375000e-05	1.600000e-01	
