time	voltage	freq	vrms
4.953000	1.351979	12.720353	0.002587
4.992000	1.595017	12.820513	0.001288
5.031000	1.735467		
5.070000	1.790425		
5.109000	1.784319		
5.148000	1.670738		
5.187000	1.356864		
5.226000	0.732780		
5.265000	0.608207		
5.304000	1.060088		
5.343000	1.389839		
5.382000	1.625550		
5.421000	1.751343		
5.460000	1.792868		
5.499000	1.778212		
5.538000	1.638984		
5.577000	1.275037		
5.616000	0.622863		
5.655000	0.679043		
5.694000	1.127259		
5.733000	1.441133		
5.772000	1.656082		
5.811000	1.763556		
5.850000	1.794089		
5.889000	1.756229		
5.928000	1.581583		
5.967000	1.137030		
6.006000	0.532487		
6.045000	0.790181		
6.084000	1.205423		
6.123000	1.498534		
6.162000	1.689057		
6.201000	1.776991		
6.240000	1.795310		
6.279000	1.728139		
6.318000	1.500977		
6.357000	0.978261		
6.396000	0.522716		
6.435000	0.913532		
6.474000	1.294577		
6.513000	1.558378		
6.552000	1.719590		
6.591000	1.786761		
6.630000	1.787982		
6.669000	1.676844		
6.708000	1.365413		
6.747000	0.741329		
6.786000	0.609428		
6.825000	1.067416		
6.864000	1.395945		
6.903000	1.620664		
6.942000	1.748901		
6.981000	1.792868		
7.020000	1.778212		
7.059000	1.631656		
7.098000	1.253053		
7.137000	0.605765		
7.176000	0.705911		
7.215000	1.149243		
7.254000	1.447240		
7.293000	1.647533		
7.332000	1.762335		
7.371000	1.795310		
7.410000	1.767220		
7.449000	1.609673		
7.488000	1.190767		
7.527000	0.558134		
7.566000	0.751099		
7.605000	1.185882		
7.644000	1.475330		
7.683000	1.674402		
7.722000	1.773327		
7.761000	1.795310		
7.800000	1.747680		
7.839000	1.544944		
7.878000	1.056424		
7.917000	0.517831		
7.956000	0.863459		
7.995000	1.264045		
8.034000	1.525403		
8.073000	1.701270		
8.112000	1.783097		
8.151000	1.794089		
8.190000	1.722032		
8.229000	1.476551		
8.268000	0.923302		
8.307000	0.531265		
8.346000	0.953835		
8.385000	1.316561		
8.424000	1.562042		
8.463000	1.719590		
8.502000	1.789204		
8.541000	1.790425		
8.580000	1.702491		
8.619000	1.433806		
8.658000	0.854910		
8.697000	0.554470		
8.736000	0.995359		
8.775000	1.340987		
8.814000	1.577919		
8.853000	1.728139		
8.892000	1.790425		
8.931000	1.786761		
8.970000	1.685393		
9.009000	1.387396		
9.048000	0.775525		
9.087000	0.585002		
9.126000	1.040547		
9.165000	1.372741		
9.204000	1.599902		
9.243000	1.736688		
9.282000	1.790425		
9.321000	1.787982		
9.360000	1.689057		
9.399000	1.406937		
9.438000	0.809722		
9.477000	0.561798		
9.516000	1.006351		
9.555000	1.350757		
9.594000	1.581583		
9.633000	1.730581		
9.672000	1.789204		
9.711000	1.787982		
9.750000	1.680508		
9.789000	1.376404		
9.828000	0.771861		
9.867000	0.586224		
9.906000	1.035662		
9.945000	1.365413		
