time	voltage	freq	vrms
0.000000	1.021006	0.000000	0.983757
0.031000	1.299463	0.504032	0.005217
0.062000	0.619199	1.008065	0.000516
0.093000	0.996580	1.512097	0.000286
0.124000	1.315340	2.016129	0.000158
0.155000	0.637518	2.520161	0.000251
0.186000	0.966048	3.024194	0.000403
0.217000	1.321446	3.528226	0.000577
0.248000	0.658280	4.032258	0.000531
0.279000	0.935515	4.536290	0.000120
0.310000	1.329995	5.040323	0.000526
0.341000	0.683928	5.544355	0.000368
0.372000	0.904983	6.048387	0.000644
0.403000	1.338544	6.552419	0.000669
0.434000	0.718124	7.056452	0.000144
0.465000	0.867123	7.560484	0.000875
0.496000	1.338544	8.064516	0.001008
0.527000	0.755984	8.568548	0.001210
0.558000	0.835369	9.072581	0.000744
0.589000	1.333659	9.576613	0.001145
0.620000	0.792623	10.080645	0.004844
0.651000	0.812164	10.584677	0.264079
0.682000	1.333659	11.088710	0.024755
0.713000	0.834148	11.592742	0.001842
0.744000	0.777968	12.096774	0.000501
0.775000	1.328774	12.600806	0.000742
0.806000	0.879336	13.104839	0.000380
0.837000	0.737665	13.608871	0.000441
0.868000	1.314118	14.112903	0.000109
0.899000	0.939179	14.616935	0.000371
0.930000	0.709575	15.120968	0.000171
0.961000	1.298241	15.625000	0.000250
0.992000	0.991695	16.129032	0.000267
1.023000	0.682706		
1.054000	1.282364		
1.085000	1.027113		
1.116000	0.663166		
1.147000	1.266488		
1.178000	1.071080		
1.209000	0.638740		
1.240000	1.242062		
1.271000	1.110161		
1.302000	0.625305		
1.333000	1.217636		
1.364000	1.141915		
1.395000	0.609428		
1.426000	1.195652		
1.457000	1.171226		
1.488000	0.598437		
1.519000	1.167562		
1.550000	1.201759		
1.581000	0.595994		
1.612000	1.144358		
1.643000	1.227406		
1.674000	0.589888		
1.705000	1.111383		
1.736000	1.250611		
1.767000	0.592330		
1.798000	1.085735		
1.829000	1.267709		
1.860000	0.597215		
1.891000	1.053981		
1.922000	1.293356		
1.953000	0.611871		
