time	voltage	freq	vrms
2.613000	1.618222	6.710737	0.000636
2.652000	1.704934	6.810897	0.002312
2.691000	1.753786	6.911058	0.001818
2.730000	1.763556	7.011218	0.002016
2.769000	1.758671	7.111378	0.003056
2.808000	1.726917	7.211538	0.001466
2.847000	1.608451	7.311699	0.001859
2.886000	1.353200	7.411859	0.004535
2.925000	0.826820	7.512019	0.005824
2.964000	0.459209	7.612179	0.011924
3.003000	0.829262	7.712340	0.015090
3.042000	1.179775	7.812500	0.011012
3.081000	1.414265	7.912660	0.005085
3.120000	1.573034	8.012821	0.008629
3.159000	1.680508	8.112981	0.005335
3.198000	1.730581	8.213141	0.007870
3.237000	1.761114	8.313301	0.016902
3.276000	1.762335	8.413462	0.012728
3.315000	1.752565	8.513622	0.001611
3.354000	1.693942	8.613782	0.001801
3.393000	1.553493	8.713942	0.002996
3.432000	1.202980	8.814103	0.000454
3.471000	0.608207	8.914263	0.001455
3.510000	0.531265	9.014423	0.001751
3.549000	0.962384	9.114583	0.000541
3.588000	1.270151	9.214744	0.002790
3.627000	1.472887	9.314904	0.001624
3.666000	1.604787	9.415064	0.003848
3.705000	1.695164	9.515224	0.005987
3.744000	1.746458	9.615385	0.007462
3.783000	1.762335	9.715545	0.004445
3.822000	1.761114	9.815705	0.002447
3.861000	1.734245	9.915865	0.003010
3.900000	1.625550	10.016026	0.000734
3.939000	1.394724	10.116186	0.004145
3.978000	0.893991	10.216346	0.002872
4.017000	0.459209	10.316506	0.005125
4.056000	0.810943	10.416667	0.009761
4.095000	1.176111	10.516827	0.003479
4.134000	1.411822	10.616987	0.001703
4.173000	1.580362	10.717147	0.002502
4.212000	1.690278	10.817308	0.000469
4.251000	1.744016	10.917468	0.002123
4.290000	1.765999	11.017628	0.001702
4.329000	1.758671	11.117788	0.001603
4.368000	1.711041	11.217949	0.001800
4.407000	1.566927	11.318109	0.002155
4.446000	1.224963	11.418269	0.002225
4.485000	0.603322	11.518429	0.003507
4.524000	0.570347	11.618590	0.003118
4.563000	1.006351	11.718750	0.002003
4.602000	1.304348	11.818910	0.001654
4.641000	1.511969	11.919071	0.001624
4.680000	1.649976	12.019231	0.002358
4.719000	1.720811	12.119391	0.001711
4.758000	1.759893	12.219551	0.002310
4.797000	1.762335	12.319712	0.001252
4.836000	1.737909	12.419872	0.003929
4.875000	1.632877	12.520032	0.002561
4.914000	1.393503	12.620192	0.001917
4.953000	0.858574	12.720353	0.001886
4.992000	0.468979	12.820513	0.000172
5.031000	0.845139		
5.070000	1.209086		
5.109000	1.446019		
5.148000	1.598681		
5.187000	1.695164		
5.226000	1.746458		
5.265000	1.763556		
5.304000	1.757450		
5.343000	1.702491		
5.382000	1.549829		
5.421000	1.157792		
5.460000	0.541036		
5.499000	0.624084		
5.538000	1.057645		
5.577000	1.338544		
5.616000	1.525403		
5.655000	1.653639		
5.694000	1.725696		
5.733000	1.758671		
5.772000	1.761114		
5.811000	1.737909		
5.850000	1.619443		
5.889000	1.329995		
5.928000	0.764533		
5.967000	0.498290		
6.006000	0.915975		
6.045000	1.245725		
6.084000	1.466781		
6.123000	1.615779		
6.162000	1.709819		
6.201000	1.756229		
6.240000	1.762335		
6.279000	1.744016		
6.318000	1.645090		
6.357000	1.419150		
6.396000	0.902540		
6.435000	0.467758		
6.474000	0.826820		
6.513000	1.187103		
6.552000	1.432584		
6.591000	1.599902		
6.630000	1.700049		
6.669000	1.752565		
6.708000	1.762335		
6.747000	1.747680		
6.786000	1.667074		
6.825000	1.488764		
6.864000	1.024670		
6.903000	0.468979		
6.942000	0.732780		
6.981000	1.130923		
7.020000	1.398388		
7.059000	1.573034		
7.098000	1.684172		
7.137000	1.740352		
7.176000	1.764778		
7.215000	1.756229		
7.254000	1.704934		
7.293000	1.558378		
7.332000	1.177333		
7.371000	0.543478		
7.410000	0.615535		
7.449000	1.055203		
7.488000	1.340987		
7.527000	1.536395		
7.566000	1.660967		
7.605000	1.728139		
7.644000	1.761114		
7.683000	1.758671		
7.722000	1.724475		
7.761000	1.591353		
7.800000	1.251832		
7.839000	0.638740		
7.878000	0.556913		
7.917000	0.997802		
7.956000	1.298241		
7.995000	1.503420		
8.034000	1.634099		
8.073000	1.714704		
8.112000	1.757450		
8.151000	1.762335		
8.190000	1.744016		
8.229000	1.643869		
8.268000	1.392281		
8.307000	0.863459		
8.346000	0.470200		
8.385000	0.852467		
8.424000	1.209086		
8.463000	1.436248		
8.502000	1.595017		
8.541000	1.697606		
8.580000	1.751343		
8.619000	1.762335		
8.658000	1.753786		
8.697000	1.686615		
8.736000	1.514411		
8.775000	1.095506		
8.814000	0.495848		
8.853000	0.665608		
8.892000	1.084514		
8.931000	1.349536		
8.970000	1.535173		
9.009000	1.660967		
9.048000	1.728139		
9.087000	1.759893		
9.126000	1.762335		
9.165000	1.740352		
9.204000	1.638984		
9.243000	1.419150		
9.282000	0.911089		
9.321000	0.459209		
9.360000	0.797509		
9.399000	1.172447		
9.438000	1.421593		
9.477000	1.576698		
9.516000	1.681729		
9.555000	1.736688		
9.594000	1.762335		
9.633000	1.759893		
9.672000	1.730581		
9.711000	1.607230		
9.750000	1.321446		
9.789000	0.748657		
9.828000	0.493405		
9.867000	0.913532		
9.906000	1.243283		
9.945000	1.464338		
