time	voltage	freq	vrms
0.000000	0.710796	0.000000	0.386508
0.039000	0.714460	0.100160	0.012574
0.078000	0.710796	0.200321	0.004379
0.117000	0.709575	0.300481	0.001661
0.156000	0.701026	0.400641	0.002007
0.195000	0.668051	0.500801	0.004221
0.234000	0.571568	0.600962	0.004586
0.273000	0.403029	0.701122	0.006472
0.312000	-0.003664	0.801282	0.006037
0.351000	-0.570347	0.901442	0.007302
0.390000	-0.468979	1.001603	0.007230
0.429000	-0.058622	1.101763	0.012648
0.468000	0.190523	1.201923	0.035740
0.507000	0.366390	1.302083	0.075084
0.546000	0.487298	1.402244	0.151532
0.585000	0.561798	1.502404	0.206870
0.624000	0.624084	1.602564	0.197984
0.663000	0.660723	1.702724	0.050413
0.702000	0.679043	1.802885	0.012964
0.741000	0.704690	1.903045	0.014708
0.780000	0.713239	2.003205	0.010656
0.819000	0.714460	2.103365	0.009834
0.858000	0.712018	2.203526	0.009461
0.897000	0.709575	2.303686	0.006292
0.936000	0.699805	2.403846	0.008705
0.975000	0.670493	2.504006	0.016806
1.014000	0.578896	2.604167	0.034171
1.053000	0.414021	2.704327	0.051747
1.092000	0.007328	2.804487	0.063296
1.131000	-0.563019	2.904647	0.054636
1.170000	-0.468979	3.004808	0.023156
1.209000	-0.051295	3.104968	0.092040
1.248000	0.195408	3.205128	0.090553
1.287000	0.373718	3.305288	0.020887
1.326000	0.498290	3.405449	0.008050
1.365000	0.582560	3.505609	0.008908
1.404000	0.643625	3.605769	0.005354
1.443000	0.671715	3.705929	0.003830
1.482000	0.698583	3.806090	0.009350
1.521000	0.714460	3.906250	0.013518
1.560000	0.712018	4.006410	0.023982
1.599000	0.707132	4.106571	0.029013
1.638000	0.687592	4.206731	0.026902
1.677000	0.600879	4.306891	0.016469
1.716000	0.429897	4.407051	0.013268
1.755000	0.014656	4.507212	0.027317
1.794000	-0.565462	4.607372	0.007513
1.833000	-0.428676	4.707532	0.054434
1.872000	-0.017098	4.807692	0.038853
1.911000	0.230826	4.907853	0.006235
1.950000	0.409135	5.008013	0.006203
1.989000	0.521495	5.108173	0.003492
2.028000	0.600879	5.208333	0.006726
2.067000	0.654617	5.308494	0.010186
2.106000	0.680264	5.408654	0.013306
2.145000	0.709575	5.508814	0.015861
2.184000	0.714460	5.608974	0.011158
2.223000	0.709575	5.709135	0.006237
2.262000	0.698583	5.809295	0.008476
2.301000	0.644846	5.909455	0.007967
2.340000	0.512946	6.009615	0.005405
2.379000	0.214949	6.109776	0.020549
2.418000	-0.345628	6.209936	0.007367
2.457000	-0.565462	6.310096	0.029104
2.496000	-0.170982	6.410256	0.015933
2.535000	0.140449	6.510417	0.005139
2.574000	0.343185	6.610577	0.007465
2.613000	0.483635	6.710737	0.006089
2.652000	0.574011	6.810897	0.007511
2.691000	0.637518	6.911058	0.007727
2.730000	0.670493	7.011218	0.006237
2.769000	0.702247	7.111378	0.004204
2.808000	0.713239	7.211538	0.003725
2.847000	0.710796	7.311699	0.001722
2.886000	0.703468	7.411859	0.005021
2.925000	0.666830	7.512019	0.009695
2.964000	0.552027	7.612179	0.005213
3.003000	0.315095	7.712340	0.009890
3.042000	-0.184416	7.812500	0.007554
3.081000	-0.605765	7.912660	0.015566
3.120000	-0.284563	8.012821	0.007587
3.159000	0.078163	8.112981	0.007948
3.198000	0.296776	8.213141	0.002756
3.237000	0.450660	8.313301	0.004318
3.276000	0.547142	8.413462	0.003646
3.315000	0.619199	8.513622	0.003482
3.354000	0.664387	8.613782	0.001230
3.393000	0.692477	8.713942	0.001026
3.432000	0.713239	8.814103	0.003569
3.471000	0.712018	8.914263	0.005392
3.510000	0.705911	9.014423	0.001897
3.549000	0.672936	9.114583	0.004255
3.588000	0.566683	9.214744	0.005335
3.627000	0.370054	9.314904	0.004560
3.666000	-0.086712	9.415064	0.006418
3.705000	-0.604543	9.515224	0.006879
3.744000	-0.356619	9.615385	0.007421
3.783000	0.035418	9.715545	0.002019
3.822000	0.267465	9.815705	0.003427
3.861000	0.434783	9.915865	0.001554
3.900000	0.537372	10.016026	0.000689
3.939000	0.615535	10.116186	0.001448
3.978000	0.660723	10.216346	0.001965
4.017000	0.692477	10.316506	0.002683
4.056000	0.712018	10.416667	0.001262
4.095000	0.710796	10.516827	0.001628
4.134000	0.705911	10.616987	0.001987
4.173000	0.676600	10.717147	0.000919
4.212000	0.571568	10.817308	0.003073
4.251000	0.376160	10.917468	0.001116
4.290000	-0.089155	11.017628	0.002464
4.329000	-0.603322	11.117788	0.004337
4.368000	-0.351734	11.217949	0.002686
4.407000	0.034196	11.318109	0.002618
4.446000	0.271128	11.418269	0.001157
4.485000	0.440889	11.518429	0.000963
4.524000	0.541036	11.618590	0.001196
4.563000	0.615535	11.718750	0.001059
4.602000	0.661944	11.818910	0.001214
4.641000	0.693698	11.919071	0.000590
4.680000	0.713239	12.019231	0.001174
4.719000	0.710796	12.119391	0.000228
4.758000	0.704690	12.219551	0.001227
4.797000	0.674157	12.319712	0.000539
4.836000	0.567904	12.419872	0.001475
4.875000	0.357841	12.520032	0.000932
4.914000	-0.124573	12.620192	0.001852
4.953000	-0.605765	12.720353	0.002106
4.992000	-0.319980	12.820513	0.001503
5.031000	0.057401		
5.070000	0.288227		
5.109000	0.446996		
5.148000	0.545921		
5.187000	0.616756		
5.226000	0.661944		
5.265000	0.693698		
5.304000	0.713239		
5.343000	0.712018		
5.382000	0.705911		
5.421000	0.679043		
5.460000	0.582560		
5.499000	0.395701		
5.538000	-0.047631		
5.577000	-0.594773		
5.616000	-0.379824		
5.655000	0.019541		
5.694000	0.258915		
5.733000	0.427455		
5.772000	0.531265		
5.811000	0.606986		
5.850000	0.659502		
5.889000	0.693698		
5.928000	0.713239		
5.967000	0.712018		
6.006000	0.707132		
6.045000	0.683928		
6.084000	0.593552		
6.123000	0.434783		
6.162000	0.028090		
6.201000	-0.553249		
6.240000	-0.451881		
6.279000	-0.037860		
6.318000	0.221055		
6.357000	0.398144		
6.396000	0.512946		
6.435000	0.587445		
6.474000	0.646067		
6.513000	0.677821		
6.552000	0.705911		
6.591000	0.714460		
6.630000	0.709575		
6.669000	0.702247		
6.708000	0.657059		
6.747000	0.542257		
6.786000	0.300440		
6.825000	-0.217391		
6.864000	-0.605765		
6.903000	-0.263801		
6.942000	0.090376		
6.981000	0.307767		
7.020000	0.453102		
7.059000	0.542257		
7.098000	0.616756		
7.137000	0.663166		
7.176000	0.691255		
7.215000	0.709575		
7.254000	0.713239		
7.293000	0.709575		
7.332000	0.690034		
7.371000	0.621641		
7.410000	0.487298		
7.449000	0.138007		
7.488000	-0.439668		
7.527000	-0.532487		
7.566000	-0.116023		
7.605000	0.174646		
7.644000	0.360283		
7.683000	0.488520		
7.722000	0.574011		
7.761000	0.642404		
7.800000	0.671715		
7.839000	0.694919		
7.878000	0.712018		
7.917000	0.713239		
7.956000	0.708354		
7.995000	0.691255		
8.034000	0.631412		
8.073000	0.505618		
8.112000	0.210064		
8.151000	-0.329751		
8.190000	-0.589888		
8.229000	-0.207621		
8.268000	0.114802		
8.307000	0.308989		
8.346000	0.454323		
8.385000	0.544700		
8.424000	0.619199		
8.463000	0.659502		
8.502000	0.679043		
8.541000	0.704690		
8.580000	0.713239		
8.619000	0.710796		
8.658000	0.708354		
8.697000	0.692477		
8.736000	0.630191		
8.775000	0.511724		
8.814000	0.232047		
8.853000	-0.297997		
8.892000	-0.604543		
8.931000	-0.244260		
8.970000	0.092819		
9.009000	0.302882		
9.048000	0.453102		
9.087000	0.534929		
9.126000	0.602101		
9.165000	0.654617		
9.204000	0.679043		
9.243000	0.703468		
9.282000	0.713239		
9.321000	0.715681		
9.360000	0.709575		
9.399000	0.705911		
9.438000	0.691255		
9.477000	0.625305		
9.516000	0.503175		
9.555000	0.207621		
9.594000	-0.324866		
9.633000	-0.592330		
9.672000	-0.219834		
9.711000	0.108696		
9.750000	0.301661		
9.789000	0.450660		
9.828000	0.542257		
9.867000	0.613092		
9.906000	0.658280		
9.945000	0.679043		
